year,REGION,Council,STATEABBR,GEO_NAME,MAPNAME,geography,TOTPOP,personal_disruption,pop_composition,poverty,labor_force_str,housing_characteristics,housing_disrupt,retiree_migration,urban_sprawl_index,RecEng,RecRel,ComEng,ComRel,ComEng_ct,ComRel_ct,RecEng_ct,RecRel_ct,personal_disruption_rank,pop_composition_rank,poverty_rank,labor_force_str_rank,housing_characteristics_rank,housing_disrupt_rank,retiree_migration_rank,urban_sprawl_index_rank
2022,Northeast,New England,ME,"Bristol/New Harbor/Pemaquid, ME",Bristol,"Bristol town, Lincoln County, Maine","2,867",-0.389,-0.735,-0.549,1.186,0.51,-0.088,1.353,-0.895,-0.232,-0.163,0.558,0.445,med high,med,low,low,low,low,low,high,med high,low,high,low
2022,Northeast,New England,MA,"Fall River, MA",Fall River,"Fall River city, Massachusetts","93,638",0.949,0.675,1.176,-0.15,0.58,0.016,-0.494,0.439,0.141,-0.154,0.54,-0.116,med high,low,med,low,med high,med high,high,low,med high,med,low,med
2022,Northeast,New England,ME,"South Portland, ME",South Portland,"South Portland city, Maine","26,656",-0.691,-0.295,-0.578,-0.844,0.133,0.467,-0.468,-0.101,0.777,-0.059,0.539,-0.1,med high,low,med high,low,low,low,low,low,med,med,low,low
2022,Northeast,Mid-Atlantic,NJ,"Belmar/South Belmar, NJ",Belmar,"Belmar borough, New Jersey","5,877",-0.121,-0.067,-0.453,-0.822,-0.333,1.723,-0.589,0.683,5.453,2.492,0.538,0.148,med high,med,high,high,low,low,low,low,low,high,low,med high
2022,Northeast,New England,ME,"Cutler, ME",Cutler,"Cutler town, Washington County, Maine",517,-0.481,-0.41,0.337,0.3,0.964,-1.047,0.164,-2.672,-0.232,-0.163,0.537,1.94,med high,high,low,low,low,low,med,med,med high,low,med,low
2022,Northeast,Mid-Atlantic,NY,"New York/Manhattan, NY",Manhattan,"Manhattan borough, New York County, New York","1,645,867",0.316,1.372,0.594,-0.628,-0.504,-2.481,-0.799,7.537,-0.232,-0.163,0.536,-0.121,med high,low,low,low,med,high,med high,low,low,low,low,high
2022,Northeast,New England,ME,"Trenton, ME",Trenton,"Trenton town, Hancock County, Maine","1,872",-0.194,-0.617,0.109,-0.382,0.959,-0.472,-0.357,-1.742,-0.232,-0.163,0.521,0.199,med high,med,low,low,low,low,med,low,med high,low,low,low
2022,Northeast,New England,MA,"Eastham/North Eastham, MA",Eastham,"Eastham town, Barnstable County, Massachusetts","5,724",-0.492,-0.672,-0.383,0.717,-0.07,1.613,1.105,-0.21,0.043,-0.046,0.514,-0.02,med high,low,med,low,low,low,low,med high,low,high,high,low
2022,Northeast,New England,MA,"Marblehead, MA",Marblehead,"Marblehead CDP, Massachusetts","20,350",-0.944,-0.516,-0.757,-0.424,-1.109,0.101,-0.206,1.094,-0.215,-0.161,0.514,-0.074,med high,low,low,low,low,low,low,low,low,med,low,high
2022,Northeast,New England,ME,"Freeport, ME",Freeport,"Freeport CDP, Maine","1,848",0.115,0.098,1.29,-0.788,0.486,0.632,-1.161,-0.405,-0.204,-0.126,0.499,0.385,med,med,low,low,med,med,high,low,med,med high,low,low
2022,Southeast,Mid-Atlantic,NC,"Lake Landing/Engelhard, NC",Lake Landing,"Lake Landing township, Hyde County, North Carolina","1,515",4.575,-0.213,3.654,0.797,1.643,-1.43,0.119, NA,-0.217,-0.139,0.488,0.508,med,med high,low,low,high,low,high,med high,high,low,med,NA
2022,Northeast,Mid-Atlantic,NJ,"Middle/Cape May Court House/Rio Grande/Whitesboro-Burleigh, NJ",Middle,"Middle township, Cape May County, New Jersey","20,340",-0.009,-0.128,-0.224,0.21,0.306,-0.25,0.189, NA,-0.018,-0.137,0.486,-0.098,med,low,low,low,low,low,low,med,med,low,med,NA
2022,Southeast,Mid-Atlantic,NC,"Southport, NC",Southport,"Southport city, North Carolina","4,015",-0.57,-0.684,-0.821,1.399,0.26,0.246,1.617,-0.592,-0.154,-0.138,0.484,-0.002,med,low,low,low,low,low,low,high,med,med,high,low
2022,Northeast,Mid-Atlantic,PA,"Philadelphia, PA",Philadelphia,"Philadelphia city, Pennsylvania","1,593,208",0.953,0.562,1.27,-0.355,0.513,1.012,-0.63,0.545,-0.232,-0.163,0.472,-0.122,med,low,low,low,med high,med high,high,low,med high,high,low,med high
2022,Northeast,New England,ME,"Scarborough, ME",Scarborough,"Scarborough town, Cumberland County, Maine","22,315",-0.899,-0.669,-0.649,-0.387,-0.298, NA,-0.047,-0.212,1.135,-0.027,0.468,-0.081,med,low,high,low,low,low,low,low,low,NA,low,low
2022,Northeast,Mid-Atlantic,NJ,"Sea Isle City, NJ",Sea Isle City,"Sea Isle City city, New Jersey","2,047",-0.669,-0.756,-0.543,1.811,-0.476,1.27,1.984,0.066,1.993,1.727,0.46,0.432,med,med,high,high,low,low,low,high,low,high,high,med
2022,Northeast,New England,MA,"Edgartown, MA",Edgartown,"Edgartown town, Dukes County, Massachusetts","5,159",-0.443,-0.209,-0.603,0.018,-1.09,3.101,0.18,0.594,0.784,0.29,0.426,0.025,med,med,med high,med,low,low,low,med,low,high,med,med high
2022,Southeast,Mid-Atlantic,NC,"Hatteras township, NC",Hatteras,"Hatteras township, Dare County, North Carolina","2,594",-0.507,-0.533,-0.36,-0.944,0.711,-0.033,-0.311,-1.768,8.928,6.265,0.423,0.176,med,med,high,high,low,low,low,low,med high,low,low,low
2022,Northeast,New England,MA,"Hull, MA",Hull,"Hull CDP, Massachusetts","10,116",-0.563,-0.661,-0.556,-0.781,-0.374,0.313,-0.245,0.679,0.103,-0.111,0.421,-0.054,med,low,med,low,low,low,low,low,low,med,low,med high
2022,Northeast,New England,ME,"Cape Elizabeth, ME",Cape Elizabeth,"Cape Elizabeth town, Cumberland County, Maine","9,519",-1.002,-0.726,-0.814,-0.455,-1.056,0.442,-0.046,0.094,-0.232,-0.163,0.419,-0.052,med,low,low,low,low,low,low,low,low,med,low,med
2022,Northeast,New England,MA,"Salisbury, MA",Salisbury,"Salisbury CDP, Massachusetts","5,269",-0.525,-0.565,-0.663,-0.272,0.239,-0.143,0.067,0.263,0.634,0.162,0.409,-0.001,med,low,med high,med,low,low,low,low,med,low,med,med
2022,Northeast,Mid-Atlantic,NY,"Island Park, NY",Island Park,"Island Park village, New York","4,947",-0.051,1.989,-0.017,-0.06,-0.797,0.678,-0.186,1.447,-0.232,-0.163,0.405,0.004,med,med,low,low,low,high,low,low,low,med high,low,high
2022,Northeast,New England,MA,"Ipswich, MA",Ipswich,"Ipswich CDP, Massachusetts","4,872",-0.627,-0.489,-0.768,-0.942,-0.143,0.34,-1.088,0.564,-0.215,-0.154,0.4,0.031,med,med,low,low,low,low,low,low,low,med,low,med high
2022,Northeast,Mid-Atlantic,NY,"Seaford, NY",Seaford,"Seaford CDP, New York","15,853",-0.682,-0.212,-0.691,-0.409,-1.512,0.162,-0.282,1.202,1.553,0.104,0.399,-0.082,med,low,high,med,low,low,low,low,low,med,low,high
2022,Southeast,Mid-Atlantic,NC,"Hobucken, NC",Hobucken,"Hobucken CDP, North Carolina",0, NA, NA, NA, NA, NA, NA, NA, NA,-0.232,,0.398,,med,NA,low,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Northeast,New England,ME,"Cranberry Isles, ME",Cranberry Isles,"Cranberry Isles town, Hancock County, Maine",152,-1.126,-0.711,-1.067,-0.687, NA,-0.918,-0.26,-1.581,-0.232,-0.163,0.387,7.709,med,high,low,low,low,low,low,low,NA,low,low,low
2022,Northeast,New England,MA,"Truro, MA",Truro,"Truro town, Barnstable County, Massachusetts","1,627",-0.889,-0.979,-0.547,0.881, NA,-0.647,1.503,-0.1,0.888,1.779,0.374,0.228,med,med,med high,high,low,low,low,med high,NA,low,high,low
2022,Northeast,New England,ME,"Waldoboro, ME",Waldoboro,"Waldoboro CDP, Maine","1,553",-0.477,-0.848,-0.386,0.537,1.324,-0.037,0.398,-1.23,-0.232,-0.163,0.371,0.313,med,med,low,low,low,low,low,med high,high,low,med,low
2022,Northeast,New England,MA,"Quincy, MA",Quincy,"Quincy city, Massachusetts","100,981",0.004,0.8,0.212,-0.852,-0.153,0.866,-0.777,1.007,0.092,-0.153,0.364,-0.116,med,low,med,low,med,med high,med,low,low,med high,low,high
2022,Northeast,New England,MA,"Brewster, MA",Brewster,"Brewster CDP, Massachusetts","1,739",-0.759,-0.486,-0.388,1.457,0.293,0.807,1.326,-0.268,-0.232,-0.163,0.353,0.209,med,med,low,low,low,low,low,high,med,med high,high,low
2022,Northeast,New England,RI,"Portsmouth/Melville, RI",Portsmouth,"Portsmouth town, Newport County, Rhode Island","17,846",-0.69,-0.529,-0.634,-0.077,-0.382,0.333,0.245,0.096,-0.047,-0.136,0.347,-0.093,med,low,low,low,low,low,low,low,low,med,med,med
2022,Northeast,New England,MA,"Salem, MA",Salem,"Salem city, Massachusetts","44,541",-0.042,0.973,0.527,-0.838,-0.004,-0.189,-0.799,0.774,-0.13,-0.157,0.346,-0.111,med,low,low,low,low,med high,med high,low,low,low,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Toms River, NJ",Toms River,"Toms River CDP, New Jersey","92,827",-0.315,-0.107,-0.406,-0.195,-0.166,-0.479,-0.044,0.18,-0.232,-0.163,0.345,-0.117,med,low,low,low,low,low,low,low,low,low,low,med
2022,Northeast,New England,ME,"Rockport, ME",Rockport,"Rockport town, Knox County, Maine","3,636",-0.065,-0.691,-0.438,-0.443,0.151,-0.126,-0.152,-1.163,-0.232,-0.163,0.341,0.028,med,med,low,low,low,low,low,low,med,low,low,low
2022,Northeast,New England,MA,"Nahant, MA",Nahant,"Nahant CDP, Massachusetts","3,336",-0.654,-0.538,-0.648,-0.277,-0.533,0.037,0.268,0.823,-0.232,-0.163,0.338,0.037,med,med,low,low,low,low,low,low,low,med,med,med high
2022,Northeast,New England,MA,"Bourne, MA",Bourne,"Bourne CDP, Massachusetts","1,782",-0.779,-0.403,-0.172,1.169,0.041,-0.512,1.5,-0.055,1.23,1.534,0.336,0.146,med,med,high,high,low,low,low,high,med,low,high,low
2022,Northeast,New England,CT,"Branford, CT",Branford,"Branford town, New Haven County, Connecticut","28,177",-0.639,-0.275,-0.507,-0.228,-0.009, NA,0.101,0.329,-0.063,-0.148,0.336,-0.105,med,low,low,low,low,low,low,low,low,NA,med,med
2022,Northeast,Mid-Atlantic,NY,"Islip, NY",Islip,"Islip CDP, New York","17,284",-0.527,0.262,-0.693,-0.485,-1.068,0.079,-0.165,0.819,-0.137,-0.149,0.334,-0.094,med,low,low,low,low,med,low,low,low,med,low,med high
2022,Northeast,New England,RI,"New Shoreham, RI",New Shoreham,"New Shoreham town, Washington County, Rhode Island",962,0.053,-0.742,-0.655,0.522,-0.124,0.097,0.985,0.91,0.322,1.098,0.327,0.346,med,med,med,high,med,low,low,med high,low,med,med high,med high
2022,Northeast,New England,MA,"Yarmouth/South Yarmouth/West Yarmouth/Yarmouth Port, MA",Yarmouth,"Yarmouth town, Barnstable County, Massachusetts","25,017",-0.497,-0.213,-0.279,0.478,0.069,0.714,0.873,-0.193,1.305,-0.05,0.326,-0.089,med,low,high,low,low,low,low,med,med,med high,med high,low
2022,Northeast,Mid-Atlantic,VA,"District 2/Cape Charles/Birdsnest/Cheriton/Franktown (Northampton County), VA",District 2 (Northampton County),"District 2, Northampton County, Virginia","1,866",0.014,-0.341,-0.025,1.019,0.362,3.13,1.219, NA,0.384,0.543,0.324,0.408,med,med,med,med high,med,low,low,high,med,high,high,NA
2022,Northeast,Mid-Atlantic,NJ,"Stafford/Manahawkin, NJ",Stafford,"Stafford township, Ocean County, New Jersey","28,917",-0.578,-0.481,-0.715,-0.386,-0.236,-0.161,-0.002, NA,0.087,-0.149,0.324,-0.106,med,low,med,low,low,low,low,low,low,low,low,NA
2022,Northeast,New England,MA,"Newburyport, MA",Newburyport,"Newburyport city, Massachusetts","18,356",-0.581,-0.507,-0.543,-0.541,-0.463,0.578,-0.273,0.704,3.284,0.292,0.32,-0.06,med,low,high,med,low,low,low,low,low,med high,low,med high
2022,Northeast,Mid-Atlantic,NJ,"Barnegat, NJ",Barnegat,"Barnegat CDP, New Jersey","3,284",-0.506,-0.523,-0.756,-0.533,-0.53,0.058,-0.42,-0.139,-0.003,-0.018,0.318,0.008,med,med,low,low,low,low,low,low,low,med,low,low
2022,Northeast,Mid-Atlantic,NJ,"Highlands, NJ",Highlands,"Highlands borough, New Jersey","4,646",-0.199,-0.262,-0.871,-0.192,-0.036,0.332,-0.155,0.382,1.682,0.904,0.314,-0.032,med,low,high,med high,low,low,low,low,low,med,low,med
2022,Northeast,Mid-Atlantic,NY,"Riverhead, NY",Riverhead,"Riverhead CDP, New York","14,388",0.333,2.427,-0.001,0.54,-0.13,0.827,0.464,0.322,0.186,-0.089,0.314,-0.093,med,low,med,low,med,high,low,med high,low,med high,med,med
2022,Northeast,New England,MA,"Dennis, MA",Dennis,"Dennis CDP, Massachusetts","1,898",-0.454,-0.875,-0.212,1.029,-0.052,0.58,1.589,-0.117,1.613,2.397,0.306,0.308,med,med,high,high,low,low,low,high,low,med high,high,low
2022,Northeast,New England,ME,"Bath, ME",Bath,"Bath city, Maine","8,775",-0.062,-0.677,0.197,-0.265,0.652,0.101,-0.241,-0.692,0.452,0.053,0.295,-0.077,med,low,med,med,low,low,med,low,med high,med,low,low
2022,Northeast,Mid-Atlantic,MD,"Berlin, MD",Berlin,"Berlin town, Maryland","5,056",-0.224,-0.626,-0.074,-0.149,0.426,0.672,-0.187,-1.519,2.315,0.78,0.293,-0.048,med,low,high,med high,low,low,low,low,med,med high,low,low
2022,Northeast,New England,MA,"Dennis Port, MA",Dennis Port,"Dennis Port CDP, Massachusetts","3,300",0.26,-0.6,0.623,0.074,0.603,0.721,0.339,-0.343,-0.232,-0.163,0.29,-0.011,med,low,low,low,med,low,med high,med,med high,med high,med,low
2022,Northeast,Mid-Atlantic,NY,"Wantagh, NY",Wantagh,"Wantagh CDP, New York","17,995",-0.663,-0.28,-0.669,-0.409,-1.558,0.415,-0.212,1.105,1.59,-0.032,0.286,-0.102,med,low,high,low,low,low,low,low,low,med,low,high
2022,Northeast,Mid-Atlantic,DE,"Millsboro, DE",Millsboro,"Millsboro town, Delaware","6,876",-0.326,0.141,-0.155,-0.135,0.777,-0.07,0.248,-1.359,0.559,0.1,0.283,-0.071,med,low,med high,med,low,med,low,low,med high,low,med,low
2022,Northeast,New England,MA,"South Dennis, MA",South Dennis,"South Dennis CDP, Massachusetts","3,101",-0.531,-0.745,-0.579,0.077,0.306,0.774,0.481,-0.392,-0.232,-0.163,0.279,-0.012,med,low,low,low,low,low,low,med,med,med high,med,low
2022,Northeast,New England,MA,"Revere, MA",Revere,"Revere city, Massachusetts","60,577",0.327,3.692,0.418,-0.583,-0.085,1.086,-0.672,1.31,-0.232,-0.163,0.279,-0.117,med,low,low,low,med,high,med,low,low,high,low,high
2022,Northeast,Mid-Atlantic,NY,"Oakdale, NY",Oakdale,"Oakdale CDP, New York","7,365",-0.609,-0.559,-0.441,-0.323,-1.095,-0.364,0.476,0.777,0.453,0.063,0.273,-0.078,med,low,med,med,low,low,low,low,low,low,med,med high
2022,Northeast,New England,MA,"Acushnet, MA",Acushnet,"Acushnet town, Bristol County, Massachusetts","10,560",-0.488,-0.562,-0.342,-0.371,0.209,0.064,0.001,0.31,-0.232,-0.163,0.269,-0.092,med,low,low,low,low,low,low,low,med,med,med,med
2022,Northeast,Mid-Atlantic,NJ,"Lavallette, NJ",Lavallette,"Lavallette borough, New Jersey","2,036",-0.378,-0.31,-0.848,1.002, NA,0.221,1.204,0.787,0.021,0.092,0.262,0.027,med,med,med,med,low,low,low,high,NA,med,high,med high
2022,Northeast,New England,MA,"Sagamore, MA",Sagamore,"Sagamore CDP, Massachusetts","3,966",-0.69,-0.728,-0.681,-1.38,-0.356,0.354,-0.786,-0.095,1.033,0.241,0.259,-0.048,med,low,high,med,low,low,low,low,low,med,low,low
2022,Northeast,New England,NH,"North Hampton, NH",North Hampton,"North Hampton town, Rockingham County, New Hampshire","4,526",-0.744,-0.473,-0.618,-0.119,-0.403,0.106,0.228,0.416,-0.232,-0.163,0.259,-0.057,med,low,low,low,low,low,low,low,low,med,med,med
2022,Northeast,Mid-Atlantic,NJ,"Dennis, NJ",Dennis,"Dennis township, Cape May County, New Jersey","6,283",-0.418,-0.619,-0.745,-0.329,0.089,-0.456,0.012, NA,0.553,0.14,0.259,-0.074,med,low,med high,med,low,low,low,low,med,low,med,NA
2022,Northeast,Mid-Atlantic,NJ,"Colts Neck, NJ",Colts Neck,"Colts Neck township, Monmouth County, New Jersey","9,969",-0.798,-0.479,-0.768,-0.498,-2.402,-0.726,-0.395, NA,-0.232,-0.163,0.259,-0.092,med,low,low,low,low,low,low,low,low,low,low,NA
2022,Northeast,Mid-Atlantic,NJ,"Pleasantville, NJ",Pleasantville,"Pleasantville city, New Jersey","20,562",1.745,2.758,1.384,-0.164,0.556,-0.803,-0.404,-0.519,-0.232,-0.163,0.259,-0.107,med,low,low,low,high,high,high,low,med high,low,low,low
2022,Northeast,Mid-Atlantic,NJ,"Millville, NJ",Millville,"Millville city, New Jersey","27,523",0.639,-0.136,-0.029,-0.052,0.334,-0.394,0.123,-0.496,-0.232,-0.163,0.259,-0.111,med,low,low,low,med high,low,low,low,med,low,med,low
2022,Northeast,New England,CT,"Greenwich, CT",Greenwich,"Greenwich town, Fairfield County, Connecticut","63,498",-0.574,0.319,-0.617,-0.215,-1.616, NA,-0.474,2.047,-0.112,-0.158,0.259,-0.117,med,low,low,low,low,med,low,low,low,NA,low,high
2022,Northeast,Mid-Atlantic,NJ,"Elizabeth, NJ",Elizabeth,"Elizabeth city, New Jersey","135,665",0.707,5.434,0.474,-0.512,0.167,0.472,-0.934,0.829,-0.232,-0.163,0.259,-0.12,med,low,low,low,med high,high,med,low,med,med,low,med high
2022,Northeast,Mid-Atlantic,VA,"District 6/Accomac (Accomack County), VA",District 6 (Accomack County),"District 6, Accomack County, Virginia","3,281",0.906,1.691,0.734,0.398,1.073,0.265,0.325, NA,-0.035,-0.017,0.254,0.281,med,med,low,low,med high,high,med high,med,high,med,med,NA
2022,Northeast,New England,ME,"Damariscotta, ME",Damariscotta,"Damariscotta town, Lincoln County, Maine","2,257",-0.014,-0.441,0.852,0.475,0.873,-0.854,0.351,-0.972,-0.232,-0.163,0.236,0.243,med,med,low,low,low,low,med high,med,med high,low,med,low
2022,Northeast,New England,ME,"Westport Island, ME",Westport Island,"Westport Island town, Lincoln County, Maine",884,-0.371,-0.73,-0.559,-0.013,0.756, NA,0.136,-0.971,-0.232,-0.163,0.228,0.537,med,med high,low,low,low,low,low,low,med high,NA,med,low
2022,Northeast,New England,MA,"Falmouth, MA",Falmouth,"Falmouth CDP, Massachusetts","3,883",0.016,-0.24,0.657,1.14,0.287,0.806,1.211,0.315,1.27,0.921,0.213,0.031,med,med,high,med high,med,low,med high,high,med,med high,high,med
2022,Northeast,Mid-Atlantic,VA,"Poquoson, VA",Poquoson,"Poquoson city, Virginia","12,479",-0.644,-0.679,-0.616,-0.377,-0.533,0.02,-0.147,-0.331,0.316,-0.056,0.213,-0.075,med,low,med,low,low,low,low,low,low,med,low,low
2022,Northeast,New England,ME,"Southport, ME",Southport,"Southport town, Lincoln County, Maine",467,-1.015,-0.88,-0.631,1.949, NA,-0.239,2.244,-0.522,-0.232,-0.163,0.211,1.179,med,high,low,low,low,low,low,high,NA,low,high,low
2022,Northeast,Mid-Atlantic,NJ,"Waretown, NJ",Waretown,"Waretown CDP, New Jersey","2,257",-0.599,-0.959,-0.558,-0.33, NA,1.325,0.38,0.086,0.545,0.671,0.21,0.107,med,med,med high,med high,low,low,low,low,NA,high,med,med
2022,Northeast,Mid-Atlantic,NJ,"Brigantine, NJ",Brigantine,"Brigantine city, New Jersey","7,784",-0.26,-0.457,-0.104,0.207,-0.027,0.433,0.466,-0.497,0.141,-0.056,0.206,-0.056,med,low,med,low,low,low,low,med,low,med,med,low
2022,Northeast,New England,ME,"Lubec, ME",Lubec,"Lubec town, Washington County, Maine","1,218",0.262,-0.8,0.039,0.686,1.52,0.43,1.103,-2.849,-0.232,-0.163,0.187,0.344,med,med,low,low,med,low,med,med high,high,med,high,low
2022,Northeast,Mid-Atlantic,DE,"Rehoboth Beach-Dewey Beach-Indian River, DE",Indian River,"Census Tract 511, Sussex County, Delaware","3,164",-0.831,-0.842,-0.158,1.069,-0.037,1.344,1.432,-0.226,2.319,1.099,0.184,0.131,med,med,high,high,low,low,low,high,low,high,high,low
2022,Northeast,New England,RI,"Westerly/Bradford, RI",Westerly,"Westerly town, Washington County, Rhode Island","23,337",-0.148,-0.54,-0.496,-0.056,0.224,-0.236,0.049,-0.511,0.072,-0.143,0.179,-0.102,med,low,med,low,low,low,low,low,med,low,med,low
2022,Northeast,Mid-Atlantic,NJ,"Neptune, NJ",Neptune,"Neptune township, Monmouth County, New Jersey","28,115",0.055,0.323,-0.052,-0.221,-0.106,-0.004,0.031, NA,0.942,-0.061,0.17,-0.106,med,low,med high,low,med,med,low,low,low,low,med,NA
2022,Southeast,Mid-Atlantic,NC,"Croatan/Manns Harbor, NC",Croatan,"Croatan township, Dare County, North Carolina","1,021",1.897,1.921,1.686,-0.323,1.799, NA,0.154, NA,0.288,1.109,0.169,0.292,med,med,med,high,high,high,high,low,high,NA,med,NA
2022,Northeast,New England,ME,"Bremen, ME",Bremen,"Bremen town, Lincoln County, Maine",815,-0.187,-0.812,0.02,0.739,0.053,0.813,0.807,-0.915,-0.232,-0.163,0.168,0.539,med,med high,low,low,low,low,med,med high,med,med high,med high,low
2022,Northeast,Mid-Atlantic,NY,"East Rockaway, NY",East Rockaway,"East Rockaway village, New York","10,070",-0.595,0.159,-0.659,-0.63,-1.196,0.24,-0.565,1.483,-0.132,-0.143,0.165,-0.08,med,low,low,low,low,med,low,low,low,med,low,high
2022,Northeast,New England,ME,"Sorrento, ME",Sorrento,"Sorrento town, Hancock County, Maine",286,-0.701,-1.003,-0.411,-0.26,0.333,-1.561,0.206,-1.923,-0.232,-0.163,0.156,1.575,med,high,low,low,low,low,low,low,med,low,med,low
2022,Southeast,Mid-Atlantic,NC,"Newport, NC",Newport,"Newport town, North Carolina","4,407",0.288,-0.392,-0.9,-0.05,0.747,-0.965,-0.287,-1.098,-0.164,-0.125,0.148,-0.036,med,low,low,low,med,low,low,low,med high,low,low,low
2022,Southeast,Mid-Atlantic,NC,"Manteo, NC",Manteo,"Manteo town, North Carolina","1,808",0.12,-0.235,0.52,0.295,0.584,0.902,0.435,-1.177,4.301,5.818,0.147,0.087,med,med,high,high,med,low,med high,med,med high,med high,med,low
2022,Northeast,New England,MA,"Essex, MA",Essex,"Essex CDP, Massachusetts","1,880",-0.72,-0.392,-0.136,-1.141, NA,0.081,-0.936,0.464,-0.185,-0.103,0.146,0.14,med,med,low,low,low,low,low,low,NA,med,low,med
2022,Northeast,New England,RI,"Tiverton, RI",Tiverton,"Tiverton town, Newport County, Rhode Island","16,324",-0.229,-0.476,-0.538,-0.272,0.387,-0.515,0.108,-0.151,1.398,0.036,0.145,-0.097,med,low,high,med,low,low,low,low,med,low,med,low
2022,Northeast,New England,ME,"Georgetown, ME",Georgetown,"Georgetown town, Sagadahoc County, Maine",868,-0.515,-0.927,-0.302,0.361,0.555,-0.128,0.738,-0.657,-0.038,0.121,0.144,0.858,med,med high,low,med,low,low,low,med,med high,low,med high,low
2022,Northeast,New England,MA,"Cohasset, MA",Cohasset,"Cohasset town, Norfolk County, Massachusetts","8,330",-0.646,-0.435,-0.708,-0.567,-1.172,-0.039,-0.481,1.248,-0.09,-0.121,0.143,-0.072,med,low,low,low,low,low,low,low,low,low,low,high
